id,timestamp,sender,message,reply_to,reaction
2873,2026-01-05 07:44:00,acc1,Opening theme has been stuck in my head. ❤️,,👍
2874,2026-01-05 07:46:00,acc2,I think today's episode was incredible! 📚,,😭
2875,2026-01-05 07:48:00,acc3,Opening theme has been stuck in my head. 💯,,🔥
2876,2026-01-05 07:50:00,acc4,No spoilers please! ⚡,2861,
2877,2026-01-05 07:52:00,acc1,Who's your favorite character from One Piece? 🎉,2868,💯
2878,2026-01-05 07:54:00,acc2,Anyone watching Naruto lately? 🔥,,
2879,2026-01-05 07:56:00,acc3,Who's your favorite character from Dragon Ball? 🍜,2864,😂
2880,2026-01-05 07:58:00,acc4,I'm rewatching One Piece this weekend. 🔥,2876,
2881,2026-01-05 08:00:00,acc1,That animation quality was insane! 🔥,2876,👍
2882,2026-01-05 08:02:00,acc2,"Quote of the day: ""People's dreams never end."" 🤔",2880,😂
2883,2026-01-05 08:04:00,acc3,I'm rewatching Dragon Ball this weekend. 😎,2876,👏
2884,2026-01-05 08:06:00,acc4,I'm rewatching Naruto this weekend. 😀,,😭
2885,2026-01-05 08:08:00,acc1,No spoilers please! 👀,,👏
2886,2026-01-05 08:10:00,acc2,"Quote of the day: ""People's dreams never end."" 📚",2883,❤️
2887,2026-01-05 08:12:00,acc3,Opening theme has been stuck in my head. 😎,,😮
2888,2026-01-05 08:14:00,acc4,Anyone watching One Piece lately? 😂,,😂
2889,2026-01-05 08:16:00,acc1,No spoilers please! 😀,2885,😮
2890,2026-01-05 08:18:00,acc2,Opening theme has been stuck in my head. 😎,2877,👏
2891,2026-01-05 08:20:00,acc3,"Quote of the day: ""Power comes in response to a need."" 🤔",2885,
2892,2026-01-05 08:22:00,acc4,That animation quality was insane! 🤔,,👍
2893,2026-01-05 08:24:00,acc1,Anyone watching Vinland Saga lately? 👀,2883,
2894,2026-01-05 08:26:00,acc2,No spoilers please! 😂,,😭
2895,2026-01-05 08:28:00,acc3,"Quote of the day: ""People's dreams never end."" 🎉",2887,😮
2896,2026-01-05 08:30:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 💯",2884,😮
2897,2026-01-05 08:32:00,acc1,That animation quality was insane! 😀,2887,😂
2898,2026-01-05 08:34:00,acc2,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. ❤️,2895,👍
2899,2026-01-05 08:36:00,acc3,I think today's episode was incredible! 😭,,💯
2900,2026-01-05 08:38:00,acc4,No spoilers please! ⚡,,
2901,2026-01-05 08:40:00,acc1,Opening theme has been stuck in my head. 💯,2887,🔥
2902,2026-01-05 08:42:00,acc2,My favorite moment in Hunter x Hunter still gives me chills 🍜,,👍
2903,2026-01-05 08:44:00,acc3,Anyone watching Naruto lately? 🍜,,👍
2904,2026-01-05 08:46:00,acc4,Anyone watching Vinland Saga lately? ❤️,,❤️
2905,2026-01-05 08:48:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" ⚡",2898,👍
2906,2026-01-05 08:50:00,acc2,I'm rewatching Frieren this weekend. 📚,,
2907,2026-01-05 08:52:00,acc3,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🍜,,
2908,2026-01-05 08:54:00,acc4,Anyone watching Vinland Saga lately? 😭,,🔥
2909,2026-01-05 08:56:00,acc1,Anyone watching Vinland Saga lately? 🎉,2895,😭
2910,2026-01-05 08:58:00,acc2,My favorite moment in Dragon Ball still gives me chills 🔥,,😭
2911,2026-01-05 09:00:00,acc3,Anyone watching One Piece lately? 🔥,2896,❤️
2912,2026-01-05 09:02:00,acc4,No spoilers please! 🙌,,🔥
2913,2026-01-05 09:04:00,acc1,Opening theme has been stuck in my head. 😂,2899,❤️
2914,2026-01-05 09:06:00,acc2,Opening theme has been stuck in my head. ✨,2909,👍
2915,2026-01-05 09:08:00,acc3,My favorite moment in Dragon Ball still gives me chills 😭,2907,💯
2916,2026-01-05 09:10:00,acc4,No spoilers please! 🤔,2911,
2917,2026-01-05 09:12:00,acc1,I'm rewatching Solo Leveling this weekend. 🙌,,❤️
2918,2026-01-05 09:14:00,acc2,Anyone watching Haikyuu!! lately? 😀,2914,👏
2919,2026-01-05 09:16:00,acc3,Opening theme has been stuck in my head. 🎉,2904,😎
2920,2026-01-05 09:18:00,acc4,Opening theme has been stuck in my head. ✨,2906,😎
2921,2026-01-05 09:20:00,acc1,Anyone watching Steins;Gate lately? 🍜,2913,😂
2922,2026-01-05 09:22:00,acc2,Anyone watching Demon Slayer lately? 🔥,,😎
2923,2026-01-05 09:24:00,acc3,Random anime fact: Attack on Titan changed many viewers' expectations of anime. ✨,2920,🔥
2924,2026-01-05 09:26:00,acc4,Who's your favorite character from Jujutsu Kaisen? 😀,,😮
2925,2026-01-05 09:28:00,acc1,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🙌,2922,😎
2926,2026-01-05 09:30:00,acc2,Opening theme has been stuck in my head. 🤔,2913,👍
2927,2026-01-05 09:32:00,acc3,Anyone watching Jujutsu Kaisen lately? 🔥,2911,😮
2928,2026-01-05 09:34:00,acc4,I'm rewatching Jujutsu Kaisen this weekend. 🔥,2925,😂
2929,2026-01-05 09:36:00,acc1,"Quote of the day: ""Power comes in response to a need."" 🙌",,😂
2930,2026-01-05 09:38:00,acc2,Anyone watching Bleach lately? 📚,,💯
2931,2026-01-05 09:40:00,acc3,Opening theme has been stuck in my head. 🤔,,😭
2932,2026-01-05 09:42:00,acc4,Opening theme has been stuck in my head. 😭,,😎
2933,2026-01-05 09:44:00,acc1,Anyone watching Hunter x Hunter lately? 💯,2926,❤️
2934,2026-01-05 09:46:00,acc2,Who's your favorite character from Vinland Saga? ⚡,,
2935,2026-01-05 09:48:00,acc3,No spoilers please! 🙌,,👍
2936,2026-01-05 09:50:00,acc4,Who's your favorite character from Steins;Gate? 🍜,,💯
2937,2026-01-05 09:52:00,acc1,My favorite moment in Haikyuu!! still gives me chills 👀,2924,❤️
2938,2026-01-05 09:54:00,acc2,Anyone watching Vinland Saga lately? ✨,,😎
2939,2026-01-05 09:56:00,acc3,Anyone watching Dragon Ball lately? ⚡,,💯
2940,2026-01-05 09:58:00,acc4,That animation quality was insane! ✨,,👍
2941,2026-01-05 10:00:00,acc1,Who's your favorite character from Frieren? 🎉,,👍
2942,2026-01-05 10:02:00,acc2,Who's your favorite character from My Hero Academia? ❤️,2929,🔥
2943,2026-01-05 10:04:00,acc3,Opening theme has been stuck in my head. 😎,,😭
2944,2026-01-05 10:06:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 😭,,❤️
2945,2026-01-05 10:08:00,acc1,"Quote of the day: ""A lesson without pain is meaningless."" 😎",2939,😂
2946,2026-01-05 10:10:00,acc2,I think today's episode was incredible! 🙌,,😂
2947,2026-01-05 10:12:00,acc3,No spoilers please! 🍜,2931,😎
2948,2026-01-05 10:14:00,acc4,Opening theme has been stuck in my head. 😂,2934,🔥
2949,2026-01-05 10:16:00,acc1,Opening theme has been stuck in my head. 💯,2939,😮
2950,2026-01-05 10:18:00,acc2,"Quote of the day: ""Keep moving forward."" 🤔",2945,😮
2951,2026-01-05 10:20:00,acc3,Anyone watching My Hero Academia lately? 💯,,🔥
2952,2026-01-05 10:22:00,acc4,Anyone watching Hunter x Hunter lately? ❤️,2939,❤️
2953,2026-01-05 10:24:00,acc1,No spoilers please! 🍜,2937,👏
2954,2026-01-05 10:26:00,acc2,That animation quality was insane! 🎉,2947,😮
2955,2026-01-05 10:28:00,acc3,Opening theme has been stuck in my head. 😭,2950,😮
2956,2026-01-05 10:30:00,acc4,That animation quality was insane! ❤️,,😭
2957,2026-01-05 10:32:00,acc1,Opening theme has been stuck in my head. 📚,2947,❤️
2958,2026-01-05 10:34:00,acc2,My favorite moment in Vinland Saga still gives me chills 🔥,,😮
2959,2026-01-05 10:36:00,acc3,Anyone watching Dragon Ball lately? 🙌,2957,
2960,2026-01-05 10:38:00,acc4,I think today's episode was incredible! 🍜,,💯
2961,2026-01-05 10:40:00,acc1,That animation quality was insane! 👀,,😭
2962,2026-01-05 10:42:00,acc2,I'm rewatching Demon Slayer this weekend. 😀,2950,😂
2963,2026-01-05 10:44:00,acc3,Who's your favorite character from Hunter x Hunter? 😂,,❤️
2964,2026-01-05 10:46:00,acc4,No spoilers please! 💯,2951,😂
2965,2026-01-05 10:48:00,acc1,I think today's episode was incredible! 🎉,2952,👍
2966,2026-01-05 10:50:00,acc2,I'm rewatching My Hero Academia this weekend. ❤️,,👍
2967,2026-01-05 10:52:00,acc3,No spoilers please! ⚡,2965,😂
2968,2026-01-05 10:54:00,acc4,No spoilers please! 🤔,,😎
2969,2026-01-05 10:56:00,acc1,I think today's episode was incredible! ❤️,2963,😮
2970,2026-01-05 10:58:00,acc2,I'm rewatching Demon Slayer this weekend. 🎉,,😭
2971,2026-01-05 11:00:00,acc3,Random anime fact: Did you know? Anime is often adapted from manga or light novels. ❤️,2969,👍
2972,2026-01-05 11:02:00,acc4,I'm rewatching Vinland Saga this weekend. ❤️,2958,
2973,2026-01-05 11:04:00,acc1,"Quote of the day: ""Power comes in response to a need."" 😭",,👍
2974,2026-01-05 11:06:00,acc2,Anyone watching Attack on Titan lately? 💯,2968,👏
2975,2026-01-05 11:08:00,acc3,Anyone watching Jujutsu Kaisen lately? 😂,2964,👏
2976,2026-01-05 11:10:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 📚,2970,😂
2977,2026-01-05 11:12:00,acc1,I think today's episode was incredible! 🔥,2974,🔥
2978,2026-01-05 11:14:00,acc2,Who's your favorite character from Attack on Titan? 👀,,
2979,2026-01-05 11:16:00,acc3,My favorite moment in Attack on Titan still gives me chills ✨,2965,👍
2980,2026-01-05 11:18:00,acc4,Opening theme has been stuck in my head. 😭,,😂
2981,2026-01-05 11:20:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 👀,2975,😭
2982,2026-01-05 11:22:00,acc2,I think today's episode was incredible! 🙌,2971,🔥
2983,2026-01-05 11:24:00,acc3,I'm rewatching Hunter x Hunter this weekend. 🔥,,
2984,2026-01-05 11:26:00,acc4,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 👀,,👏
2985,2026-01-05 11:28:00,acc1,I think today's episode was incredible! 🎉,,🔥
2986,2026-01-05 11:30:00,acc2,I think today's episode was incredible! ✨,2977,💯
2987,2026-01-05 11:32:00,acc3,Anyone watching Bleach lately? ⚡,2977,
2988,2026-01-05 11:34:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 🎉,2975,💯
2989,2026-01-05 11:36:00,acc1,My favorite moment in Naruto still gives me chills ⚡,,❤️
2990,2026-01-05 11:38:00,acc2,No spoilers please! ❤️,2984,😂
2991,2026-01-05 11:40:00,acc3,Who's your favorite character from Bleach? 📚,2979,💯
2992,2026-01-05 11:42:00,acc4,Who's your favorite character from Death Note? ⚡,,🔥
2993,2026-01-05 11:44:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 🔥,2985,👍
2994,2026-01-05 11:46:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 😎,,
2995,2026-01-05 11:48:00,acc3,I think today's episode was incredible! 🔥,,💯
2996,2026-01-05 11:50:00,acc4,I think today's episode was incredible! ❤️,2994,💯
2997,2026-01-05 11:52:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🍜",,❤️
2998,2026-01-05 11:54:00,acc2,I'm rewatching Naruto this weekend. 💯,,🔥
2999,2026-01-05 11:56:00,acc3,No spoilers please! ❤️,2995,❤️
3000,2026-01-05 11:58:00,acc4,My favorite moment in Solo Leveling still gives me chills 📚,,💯
3001,2026-01-05 12:00:00,acc1,Who's your favorite character from Demon Slayer? ✨,2988,
3002,2026-01-05 12:02:00,acc2,My favorite moment in Death Note still gives me chills 😭,,😮
3003,2026-01-05 12:04:00,acc3,Who's your favorite character from Death Note? 🤔,2999,😂
3004,2026-01-05 12:06:00,acc4,Who's your favorite character from Bleach? 😭,,
3005,2026-01-05 12:08:00,acc1,Anyone watching Solo Leveling lately? 😎,2999,❤️
3006,2026-01-05 12:10:00,acc2,I think today's episode was incredible! 👀,2997,👏
3007,2026-01-05 12:12:00,acc3,Anyone watching Demon Slayer lately? 🎉,2991,😮
3008,2026-01-05 12:14:00,acc4,Anyone watching Demon Slayer lately? 💯,,😭
3009,2026-01-05 12:16:00,acc1,Who's your favorite character from Attack on Titan? 🔥,,🔥
3010,2026-01-05 12:18:00,acc2,Opening theme has been stuck in my head. 📚,,😎
3011,2026-01-05 12:20:00,acc3,No spoilers please! 👀,2996,😂
3012,2026-01-05 12:22:00,acc4,My favorite moment in Vinland Saga still gives me chills ❤️,3008,😂
3013,2026-01-05 12:24:00,acc1,Anyone watching Jujutsu Kaisen lately? 💯,3002,
3014,2026-01-05 12:26:00,acc2,I think today's episode was incredible! 😭,,🔥
3015,2026-01-05 12:28:00,acc3,My favorite moment in Frieren still gives me chills 👀,3005,👏
3016,2026-01-05 12:30:00,acc4,Opening theme has been stuck in my head. ✨,3002,🔥
3017,2026-01-05 12:32:00,acc1,My favorite moment in Attack on Titan still gives me chills 🔥,3006,👍
3018,2026-01-05 12:34:00,acc2,Who's your favorite character from Dragon Ball? 😎,3009,😮
3019,2026-01-05 12:36:00,acc3,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 😀,,😎
3020,2026-01-05 12:38:00,acc4,No spoilers please! 😎,3010,😭
3021,2026-01-05 12:40:00,acc1,Opening theme has been stuck in my head. ⚡,3009,❤️
3022,2026-01-05 12:42:00,acc2,I think today's episode was incredible! 📚,,👍
3023,2026-01-05 12:44:00,acc3,That animation quality was insane! 😀,,👏
3024,2026-01-05 12:46:00,acc4,Opening theme has been stuck in my head. 😀,3012,
3025,2026-01-05 12:48:00,acc1,I'm rewatching Vinland Saga this weekend. ⚡,,
3026,2026-01-05 12:50:00,acc2,That animation quality was insane! 🙌,,🔥
3027,2026-01-05 12:52:00,acc3,I'm rewatching Naruto this weekend. 👀,3013,👏
3028,2026-01-05 12:54:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. ✨,3022,🔥
3029,2026-01-05 12:56:00,acc1,I think today's episode was incredible! 😂,3027,😎
3030,2026-01-05 12:58:00,acc2,Who's your favorite character from Solo Leveling? 🤔,,💯
3031,2026-01-05 13:00:00,acc3,Who's your favorite character from Hunter x Hunter? 🎉,3029,😮
3032,2026-01-05 13:02:00,acc4,My favorite moment in Hunter x Hunter still gives me chills 🎉,3020,
3033,2026-01-05 13:04:00,acc1,Opening theme has been stuck in my head. 📚,3029,
3034,2026-01-05 13:06:00,acc2,Opening theme has been stuck in my head. 😎,3021,
3035,2026-01-05 13:08:00,acc3,No spoilers please! 😀,3032,😎
3036,2026-01-05 13:10:00,acc4,Opening theme has been stuck in my head. 😀,,💯
3037,2026-01-05 13:12:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🙌",3031,😎
3038,2026-01-05 13:14:00,acc2,My favorite moment in Steins;Gate still gives me chills 🔥,3036,
3039,2026-01-05 13:16:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. 🙌,,😭
3040,2026-01-05 13:18:00,acc4,No spoilers please! 😎,,😮
3041,2026-01-05 13:20:00,acc1,Opening theme has been stuck in my head. ⚡,,😂
3042,2026-01-05 13:22:00,acc2,Who's your favorite character from Naruto? 😀,,💯
3043,2026-01-05 13:24:00,acc3,Opening theme has been stuck in my head. 🔥,,👍
3044,2026-01-05 13:26:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 😂,3031,😭
3045,2026-01-05 13:28:00,acc1,Opening theme has been stuck in my head. ✨,,👏
3046,2026-01-05 13:30:00,acc2,No spoilers please! 😀,3042,❤️
3047,2026-01-05 13:32:00,acc3,I think today's episode was incredible! 🙌,3034,😮
3048,2026-01-05 13:34:00,acc4,My favorite moment in Solo Leveling still gives me chills ❤️,,😎
3049,2026-01-05 13:36:00,acc1,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 😎,,💯
3050,2026-01-05 13:38:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 😀",,😭
3051,2026-01-05 13:40:00,acc3,"Quote of the day: ""Power comes in response to a need."" 😭",3035,😮
3052,2026-01-05 13:42:00,acc4,Opening theme has been stuck in my head. 🙌,,💯
3053,2026-01-05 13:44:00,acc1,I think today's episode was incredible! 🎉,3051,😂
3054,2026-01-05 13:46:00,acc2,Random anime fact: One Piece is among the best-selling manga series. 😀,3048,❤️
3055,2026-01-05 13:48:00,acc3,I'm rewatching Death Note this weekend. 😂,,👍
3056,2026-01-05 13:50:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 😀,,👏
3057,2026-01-05 13:52:00,acc1,No spoilers please! 🍜,3045,💯
3058,2026-01-05 13:54:00,acc2,I think today's episode was incredible! ⚡,3054,😂
3059,2026-01-05 13:56:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. ✨,3046,👍
3060,2026-01-05 13:58:00,acc4,That animation quality was insane! 🤔,3045,🔥
3061,2026-01-05 14:00:00,acc1,"Quote of the day: ""A lesson without pain is meaningless."" 😀",,💯
3062,2026-01-05 14:02:00,acc2,My favorite moment in My Hero Academia still gives me chills 🙌,3052,😭
3063,2026-01-05 14:04:00,acc3,That animation quality was insane! 🍜,,😭
3064,2026-01-05 14:06:00,acc4,Anyone watching Dragon Ball lately? 📚,,👏
3065,2026-01-05 14:08:00,acc1,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 📚,3060,
3066,2026-01-05 14:10:00,acc2,Anyone watching Steins;Gate lately? ❤️,,😂
3067,2026-01-05 14:12:00,acc3,I'm rewatching Naruto this weekend. 😎,,
3068,2026-01-05 14:14:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 🙌,3062,😂
3069,2026-01-05 14:16:00,acc1,I'm rewatching Frieren this weekend. 😀,3064,💯
3070,2026-01-05 14:18:00,acc2,My favorite moment in Steins;Gate still gives me chills ⚡,3061,😭
3071,2026-01-05 14:20:00,acc3,Opening theme has been stuck in my head. 😂,3064,😂
3072,2026-01-05 14:22:00,acc4,No spoilers please! 🤔,,😭
3073,2026-01-05 14:24:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 💯,,❤️
3074,2026-01-05 14:26:00,acc2,Anyone watching Demon Slayer lately? 👀,3067,👏
3075,2026-01-05 14:28:00,acc3,Who's your favorite character from Haikyuu!!? 😎,3070,😂
3076,2026-01-05 14:30:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 💯",3072,❤️
3077,2026-01-05 14:32:00,acc1,My favorite moment in Demon Slayer still gives me chills 😂,3062,😎
3078,2026-01-05 14:34:00,acc2,I think today's episode was incredible! ❤️,3070,💯
